distrito_code,nome,ibge_code,municipio_nome,uf
313240460,Lourenço Velho,3132404,Itajubá,MG
313250305,Itamarandiba,3132503,Itamarandiba,MG
313250313,Contrato,3132503,Itamarandiba,MG
313250314,Dom Serafim,3132503,Itamarandiba,MG
313250315,Padre João Afonso,3132503,Itamarandiba,MG
313250320,Penha de França,3132503,Itamarandiba,MG
313250325,Santa Joana,3132503,Itamarandiba,MG
313250330,Santa Luzia de Minas,3132503,Itamarandiba,MG
313250335,Várzea de Santo Antônio,3132503,Itamarandiba,MG
313260205,Itamarati de Minas,3132602,Itamarati de Minas,MG
313270105,Itambacuri,3132701,Itambacuri,MG
313270110,Frei Serafim,3132701,Itambacuri,MG
313270115,Guarataia,3132701,Itambacuri,MG
313280005,Itambé do Mato Dentro,3132800,Itambé do Mato Dentro,MG
313290905,Itamogi,3132909,Itamogi,MG
313300605,Itamonte,3133006,Itamonte,MG
313310505,Itanhandu,3133105,Itanhandu,MG
313320405,Itanhomi,3133204,Itanhomi,MG
313320415,Edgard Melo,3133204,Itanhomi,MG
313320420,Santa Luzia do Carneiro,3133204,Itanhomi,MG
313320425,São Francisco do Jataí,3133204,Itanhomi,MG
313330305,Itaobim,3133303,Itaobim,MG
313340205,Itapagipe,3133402,Itapagipe,MG
313350105,Itapecerica,3133501,Itapecerica,MG
313350110,Lamounier,3133501,Itapecerica,MG
313350115,Marilândia,3133501,Itapecerica,MG
313350120,Neolândia,3133501,Itapecerica,MG
313360005,Itapeva,3133600,Itapeva,MG
313360010,Areias de Itapeva,3133600,Itapeva,MG
313360035,Tropical Flores,3133600,Itapeva,MG
313370905,Itatiaiuçu,3133709,Itatiaiuçu,MG
313370910,Santa Terezinha de Minas,3133709,Itatiaiuçu,MG
313375805,Itaú de Minas,3133758,Itaú de Minas,MG
313380805,Itaúna,3133808,Itaúna,MG
313390705,Itaverava,3133907,Itaverava,MG
313390710,Monsenhor Isidro,3133907,Itaverava,MG
313400405,Itinga,3134004,Itinga,MG
313400410,Jacaré,3134004,Itinga,MG
313400420,Taquaral de Minas,3134004,Itinga,MG
313410305,Itueta,3134103,Itueta,MG
313410310,Quatituba,3134103,Itueta,MG
313420205,Ituiutaba,3134202,Ituiutaba,MG
313430105,Itumirim,3134301,Itumirim,MG
313430110,Macuco de Minas,3134301,Itumirim,MG
313430120,Rosário do Rio Grande,3134301,Itumirim,MG
313440005,Iturama,3134400,Iturama,MG
313440010,Alexandrita,3134400,Iturama,MG
313450905,Itutinga,3134509,Itutinga,MG
313460805,Jaboticatubas,3134608,Jaboticatubas,MG
313460810,Almeida,3134608,Jaboticatubas,MG
313460815,São José da Serra,3134608,Jaboticatubas,MG
313470705,Jacinto,3134707,Jacinto,MG
313470707,Avaí do Jacinto,3134707,Jacinto,MG
313470710,Jaguarão,3134707,Jacinto,MG
313480605,Jacuí,3134806,Jacuí,MG
313490505,Jacutinga,3134905,Jacutinga,MG
313490510,São Sebastião dos Robertos,3134905,Jacutinga,MG
313490515,Sapucaí,3134905,Jacutinga,MG
313490520,São Luiz Gonzaga,3134905,Jacutinga,MG
313500105,Jaguaraçu,3135001,Jaguaraçu,MG
313500116,Lagoa de Pau,3135001,Jaguaraçu,MG
313500120,Lavrinha de Jaguaraçu,3135001,Jaguaraçu,MG
313505005,Jaíba,3135050,Jaíba,MG
313507605,Jampruca,3135076,Jampruca,MG
313507615,São Sebastião do Barroso,3135076,Jampruca,MG
313510005,Janaúba,3135100,Janaúba,MG
313510010,Barreiro da Raiz,3135100,Janaúba,MG
313510015,Quem-Quem,3135100,Janaúba,MG
313510020,Vila Nova dos Poções,3135100,Janaúba,MG
313520905,Januária,3135209,Januária,MG
313520915,Brejo do Amparo,3135209,Januária,MG
313520925,Levinópolis,3135209,Januária,MG
313520933,Pandeiros,3135209,Januária,MG
313520935,Riacho da Cruz,3135209,Januária,MG
313520940,São Joaquim,3135209,Januária,MG
313520945,Tejuco,3135209,Januária,MG
313520950,Várzea Bonita,3135209,Januária,MG
313530805,Japaraíba,3135308,Japaraíba,MG
313535705,Japonvar,3135357,Japonvar,MG
313535720,Nova Minda,3135357,Japonvar,MG
313540705,Jeceaba,3135407,Jeceaba,MG
313540710,Bituri,3135407,Jeceaba,MG
313540715,Caetano Lopes,3135407,Jeceaba,MG
313540720,Machados de Minas,3135407,Jeceaba,MG
313545605,Jenipapo de Minas,3135456,Jenipapo de Minas,MG
313550605,Jequeri,3135506,Jequeri,MG
313550610,Grota,3135506,Jequeri,MG
313550615,Piscamba,3135506,Jequeri,MG
313550617,Pouso Alegre da Mata,3135506,Jequeri,MG
313550620,São Vicente do Grama,3135506,Jequeri,MG
313560505,Jequitaí,3135605,Jequitaí,MG
313560510,Barrocão de Jequitaí,3135605,Jequitaí,MG
313570405,Jequitibá,3135704,Jequitibá,MG
313570410,Doutor Campolina,3135704,Jequitibá,MG
313580305,Jequitinhonha,3135803,Jequitinhonha,MG
313580310,Guaranilândia,3135803,Jequitinhonha,MG
313580315,São Pedro do Jequitinhonha,3135803,Jequitinhonha,MG
313590205,Jesuânia,3135902,Jesuânia,MG
313600905,Joaíma,3136009,Joaíma,MG
313600907,Giru,3136009,Joaíma,MG
313610805,Joanésia,3136108,Joanésia,MG
313620705,João Monlevade,3136207,João Monlevade,MG
313630605,João Pinheiro,3136306,João Pinheiro,MG
313630610,Caatinga,3136306,João Pinheiro,MG
313630615,Canabrava,3136306,João Pinheiro,MG
313630617,Luizlândia do Oeste,3136306,João Pinheiro,MG
313630620,Olhos d'Água do Oeste,3136306,João Pinheiro,MG
313630623,Santa Luzia da Serra,3136306,João Pinheiro,MG
313630625,Veredas,3136306,João Pinheiro,MG
313640505,Joaquim Felício,3136405,Joaquim Felício,MG
313650405,Jordânia,3136504,Jordânia,MG
313650410,Estrela de Jordânia,3136504,Jordânia,MG
313652005,José Gonçalves de Minas,3136520,José Gonçalves de Minas,MG
313655305,José Raydan,3136553,José Raydan,MG
313657905,Josenópolis,3136579,Josenópolis,MG
313660305,Nova União,3136603,Nova União,MG
313665205,Juatuba,3136652,Juatuba,MG
313665210,Boa Vista da Serra,3136652,Juatuba,MG
313665215,Francelinos,3136652,Juatuba,MG
313670205,Juiz de Fora,3136702,Juiz de Fora,MG
313670260,Rosário de Minas,3136702,Juiz de Fora,MG
313670270,Sarandira,3136702,Juiz de Fora,MG
313670280,Torreões,3136702,Juiz de Fora,MG
313670282,Caetés de Minas,3136702,Juiz de Fora,MG
313670284,Humaitá de Minas,3136702,Juiz de Fora,MG
313670286,Monte Verde de Minas,3136702,Juiz de Fora,MG
313670288,Penido,3136702,Juiz de Fora,MG
313670290,Valadares,3136702,Juiz de Fora,MG
313680105,Juramento,3136801,Juramento,MG
313690005,Juruaia,3136900,Juruaia,MG
313690010,Mata do Sino,3136900,Juruaia,MG
313695905,Juvenília,3136959,Juvenília,MG
313695915,Monte Rei,3136959,Juvenília,MG
313695920,Porto Agrário,3136959,Juvenília,MG
313700705,Ladainha,3137007,Ladainha,MG
313700710,Concórdia do Mucuri,3137007,Ladainha,MG
313710605,Lagamar,3137106,Lagamar,MG
313710620,São Brás de Minas,3137106,Lagamar,MG
313720505,Lagoa da Prata,3137205,Lagoa da Prata,MG
313720515,Martins Guimarães,3137205,Lagoa da Prata,MG
313730405,Lagoa dos Patos,3137304,Lagoa dos Patos,MG
313740305,Lagoa Dourada,3137403,Lagoa Dourada,MG
313750205,Lagoa Formosa,3137502,Lagoa Formosa,MG
313750207,Limeira de Minas,3137502,Lagoa Formosa,MG
313750210,Monjolinho de Minas,3137502,Lagoa Formosa,MG
313753605,Lagoa Grande,3137536,Lagoa Grande,MG
313760105,Lagoa Santa,3137601,Lagoa Santa,MG
313760114,Lagoinha de Fora,3137601,Lagoa Santa,MG
313760115,Lapinha,3137601,Lagoa Santa,MG
313770005,Lajinha,3137700,Lajinha,MG
313770020,Prata de Lajinha,3137700,Lajinha,MG
313780905,Lambari,3137809,Lambari,MG
313790805,Lamim,3137908,Lamim,MG
313800505,Laranjal,3138005,Laranjal,MG
313800510,São João da Sapucaia,3138005,Laranjal,MG
313810405,Lassance,3138104,Lassance,MG
313820305,Lavras,3138203,Lavras,MG
313830205,Leandro Ferreira,3138302,Leandro Ferreira,MG
313835105,Leme do Prado,3138351,Leme do Prado,MG
313835110,Acauã de Minas,3138351,Leme do Prado,MG
313835120,Posses,3138351,Leme do Prado,MG
313840105,Leopoldina,3138401,Leopoldina,MG
313840110,Abaíba,3138401,Leopoldina,MG
313840115,Piacatuba,3138401,Leopoldina,MG
313840120,Providência,3138401,Leopoldina,MG
313840125,Ribeiro Junqueira,3138401,Leopoldina,MG
313840130,Tebas,3138401,Leopoldina,MG
313850005,Liberdade,3138500,Liberdade,MG
313860905,Lima Duarte,3138609,Lima Duarte,MG
313860910,Conceição da Ibitipoca,3138609,Lima Duarte,MG
313860915,São Domingos da Bocaina,3138609,Lima Duarte,MG
313860920,São José dos Lopes,3138609,Lima Duarte,MG
313860925,Manejo,3138609,Lima Duarte,MG
313860930,Orvalho,3138609,Lima Duarte,MG
313862505,Limeira do Oeste,3138625,Limeira do Oeste,MG
313865805,Lontra,3138658,Lontra,MG
313865815,Umbuzeiro,3138658,Lontra,MG
313867405,Luisburgo,3138674,Luisburgo,MG
313868205,Luislândia,3138682,Luislândia,MG
313868225,São Judas Tadeu de Minas,3138682,Luislândia,MG
313870805,Luminárias,3138708,Luminárias,MG
313880705,Luz,3138807,Luz,MG
313880710,Esteios,3138807,Luz,MG
313890605,Machacalis,3138906,Machacalis,MG
313900305,Machado,3139003,Machado,MG
313900310,Douradinho,3139003,Machado,MG
313910205,Madre de Deus de Minas,3139102,Madre de Deus de Minas,MG
313920105,Malacacheta,3139201,Malacacheta,MG
313920120,Jaguaritira,3139201,Malacacheta,MG
313920125,Junco de Minas,3139201,Malacacheta,MG
313920130,Santo Antônio do Mucuri,3139201,Malacacheta,MG
313925005,Mamonas,3139250,Mamonas,MG
313925010,Barrinha,3139250,Mamonas,MG
313930005,Manga,3139300,Manga,MG
313930020,Nhandutiba,3139300,Manga,MG
313930030,São José das Traíras,3139300,Manga,MG
313930035,Brejo de São Caetano,3139300,Manga,MG
313940905,Manhuaçu,3139409,Manhuaçu,MG
313940907,Dom Corrêa,3139409,Manhuaçu,MG
313940911,Ponte do Silva,3139409,Manhuaçu,MG
313940913,Palmeiras do Manhuaçu,3139409,Manhuaçu,MG
313940914,Realeza,3139409,Manhuaçu,MG
313940925,São Pedro do Avaí,3139409,Manhuaçu,MG
313940930,São Sebastião do Sacramento,3139409,Manhuaçu,MG
313940940,Vilanova,3139409,Manhuaçu,MG
313940945,Santo Amaro de Minas,3139409,Manhuaçu,MG
313950805,Manhumirim,3139508,Manhumirim,MG
313960705,Mantena,3139607,Mantena,MG
313960710,Barra do Ariranha,3139607,Mantena,MG
313960715,Limeira de Mantena,3139607,Mantena,MG
313970605,Maravilhas,3139706,Maravilhas,MG
313980505,Mar de Espanha,3139805,Mar de Espanha,MG
313980510,Engenho Novo,3139805,Mar de Espanha,MG
313980515,Saudade,3139805,Mar de Espanha,MG
313990405,Maria da Fé,3139904,Maria da Fé,MG
313990410,Pintos Negreiros,3139904,Maria da Fé,MG
313990415,São João de Maria da Fé,3139904,Maria da Fé,MG
313990420,Posses de Maria da Fé,3139904,Maria da Fé,MG
313990425,Mata do Isidoro,3139904,Maria da Fé,MG
314000105,Mariana,3140001,Mariana,MG
314000110,Bandeirantes,3140001,Mariana,MG
314000115,Cachoeira do Brumado,3140001,Mariana,MG
314000120,Camargos,3140001,Mariana,MG
314000125,Cláudio Manuel,3140001,Mariana,MG
314000130,Furquim,3140001,Mariana,MG
314000135,Monsenhor Horta,3140001,Mariana,MG
314000140,Padre Viegas,3140001,Mariana,MG
314000145,Passagem de Mariana,3140001,Mariana,MG
314000150,Santa Rita Durão,3140001,Mariana,MG
314010005,Marilac,3140100,Marilac,MG
314015905,Mário Campos,3140159,Mário Campos,MG
314020905,Maripá de Minas,3140209,Maripá de Minas,MG
314030805,Marliéria,3140308,Marliéria,MG
314030815,Cava Grande,3140308,Marliéria,MG
314040705,Marmelópolis,3140407,Marmelópolis,MG
314050605,Martinho Campos,3140506,Martinho Campos,MG
314050610,Alberto Isaacson,3140506,Martinho Campos,MG
314050615,Ibitira,3140506,Martinho Campos,MG
314050620,Buriti Grande,3140506,Martinho Campos,MG
314053005,Martins Soares,3140530,Martins Soares,MG
314053020,Pinheiro de Minas,3140530,Martins Soares,MG
314055505,Mata Verde,3140555,Mata Verde,MG
314060505,Materlândia,3140605,Materlândia,MG
314070405,Mateus Leme,3140704,Mateus Leme,MG
314070410,Azurita,3140704,Mateus Leme,MG
314070420,Serra Azul,3140704,Mateus Leme,MG
314080305,Matias Barbosa,3140803,Matias Barbosa,MG
314085205,Matias Cardoso,3140852,Matias Cardoso,MG
314085235,Rio Verde de Minas,3140852,Matias Cardoso,MG
314090205,Matipó,3140902,Matipó,MG
314090210,Padre Fialho,3140902,Matipó,MG
314100905,Mato Verde,3141009,Mato Verde,MG
314100910,São João do Bonito,3141009,Mato Verde,MG
314110805,Matozinhos,3141108,Matozinhos,MG
314110810,Mocambeiro,3141108,Matozinhos,MG
314120705,Matutina,3141207,Matutina,MG
314130605,Medeiros,3141306,Medeiros,MG
314140505,Medina,3141405,Medina,MG
314140510,Tuparecê,3141405,Medina,MG
314150405,Mendes Pimentel,3141504,Mendes Pimentel,MG
314160305,Mercês,3141603,Mercês,MG
314170205,Mesquita,3141702,Mesquita,MG
314170211,Barra Grande de Mesquita,3141702,Mesquita,MG
314180105,Minas Novas,3141801,Minas Novas,MG
314180106,Baixa Quente,3141801,Minas Novas,MG
314180115,Cruzinha,3141801,Minas Novas,MG
314180120,Lagoa Grande de Minas Novas,3141801,Minas Novas,MG
314180125,Ribeirão da Folha,3141801,Minas Novas,MG
314190005,Minduri,3141900,Minduri,MG
314200705,Mirabela,3142007,Mirabela,MG
314200710,Muquém,3142007,Mirabela,MG
314200720,São Bento de Mirabela,3142007,Mirabela,MG
314210605,Miradouro,3142106,Miradouro,MG
314210610,Serrania do Brigadeiro,3142106,Miradouro,MG
314210615,Varginha de Miradouro,3142106,Miradouro,MG
314210620,Santa Cruz do Monte Alverne,3142106,Miradouro,MG
314210625,Santa Bárbara de Miradouro,3142106,Miradouro,MG
314220505,Miraí,3142205,Miraí,MG
314220510,Dores da Vitória,3142205,Miraí,MG
314220520,São José do Alegre de Miraí,3142205,Miraí,MG
314220525,Santo Antônio do Rio Preto,3142205,Miraí,MG
314225405,Miravânia,3142254,Miravânia,MG
314225410,Brejão de Miravânia,3142254,Miravânia,MG
314225415,Panelinhas,3142254,Miravânia,MG
314225420,Virgínio,3142254,Miravânia,MG
314230405,Moeda,3142304,Moeda,MG
314230410,Coco,3142304,Moeda,MG
314240305,Moema,3142403,Moema,MG
314250205,Monjolos,3142502,Monjolos,MG
314250210,Rodeador,3142502,Monjolos,MG
314260105,Monsenhor Paulo,3142601,Monsenhor Paulo,MG
314270005,Montalvânia,3142700,Montalvânia,MG
314270020,Pitarana,3142700,Montalvânia,MG
314270025,São Sebastião dos Poções,3142700,Montalvânia,MG
314270030,Capitania,3142700,Montalvânia,MG
314280905,Monte Alegre de Minas,3142809,Monte Alegre de Minas,MG
314290805,Monte Azul,3142908,Monte Azul,MG
314290816,Novo Riachinho,3142908,Monte Azul,MG
314300505,Monte Belo,3143005,Monte Belo,MG
314300510,Juréia,3143005,Monte Belo,MG
314300515,Santa Cruz da Aparecida,3143005,Monte Belo,MG
314310405,Monte Carmelo,3143104,Monte Carmelo,MG
314310410,Celso Bueno,3143104,Monte Carmelo,MG
314315305,Monte Formoso,3143153,Monte Formoso,MG
314320305,Monte Santo de Minas,3143203,Monte Santo de Minas,MG
314320310,Milagre,3143203,Monte Santo de Minas,MG
314330205,Montes Claros,3143302,Montes Claros,MG
314330208,Aparecida do Mundo Novo,3143302,Montes Claros,MG
314330210,Ermidinha,3143302,Montes Claros,MG
314330215,Miralta,3143302,Montes Claros,MG
314330220,Nova Esperança,3143302,Montes Claros,MG
314330222,Panorâmica,3143302,Montes Claros,MG
314330225,Santa Rosa de Lima,3143302,Montes Claros,MG
314330230,São João da Vereda,3143302,Montes Claros,MG
314330235,São Pedro da Garça,3143302,Montes Claros,MG
314330240,Vila Nova de Minas,3143302,Montes Claros,MG
314330246,Pedra Preta dos Montes,3143302,Montes Claros,MG
314340105,Monte Sião,3143401,Monte Sião,MG
314340110,Mococa das Gerais,3143401,Monte Sião,MG
314345005,Montezuma,3143450,Montezuma,MG
314345010,Areião de Minas,3143450,Montezuma,MG
314350005,Morada Nova de Minas,3143500,Morada Nova de Minas,MG
314350010,Frei Orlando,3143500,Morada Nova de Minas,MG
314360905,Morro da Garça,3143609,Morro da Garça,MG
314370805,Morro do Pilar,3143708,Morro do Pilar,MG
314380705,Munhoz,3143807,Munhoz,MG
314390605,Muriaé,3143906,Muriaé,MG
314390610,Belisário,3143906,Muriaé,MG
314390615,Boa Família,3143906,Muriaé,MG
314390620,Bom Jesus da Cachoeira,3143906,Muriaé,MG
314390625,Itamuri,3143906,Muriaé,MG
314390630,Pirapanema,3143906,Muriaé,MG
314390640,Vermelho,3143906,Muriaé,MG
314400305,Mutum,3144003,Mutum,MG
314400310,Centenário,3144003,Mutum,MG
314400312,Imbiruçu,3144003,Mutum,MG
314400315,Ocidente,3144003,Mutum,MG
314400320,Roseiral,3144003,Mutum,MG
314400325,São Francisco do Humaitá,3144003,Mutum,MG
314400330,Santa Rita do Mutum,3144003,Mutum,MG
314410205,Muzambinho,3144102,Muzambinho,MG
314410210,Moçambo,3144102,Muzambinho,MG
314420105,Nacip Raydan,3144201,Nacip Raydan,MG
314430005,Nanuque,3144300,Nanuque,MG
314430010,Vila Pereira,3144300,Nanuque,MG
314430015,Vila Gabriel Passos,3144300,Nanuque,MG
314435905,Naque,3144359,Naque,MG
314437505,Natalândia,3144375,Natalândia,MG
314440905,Natércia,3144409,Natércia,MG
314450805,Nazareno,3144508,Nazareno,MG
314460705,Nepomuceno,3144607,Nepomuceno,MG
314460720,Nazaré de Minas,3144607,Nepomuceno,MG
314460725,Santo Antônio do Cruzeiro,3144607,Nepomuceno,MG
314465605,Ninheira,3144656,Ninheira,MG
314467205,Nova Belém,3144672,Nova Belém,MG
314467220,Santo Antônio de Nova Belém,3144672,Nova Belém,MG
314470605,Nova Era,3144706,Nova Era,MG
314480505,Nova Lima,3144805,Nova Lima,MG
314490405,Nova Módica,3144904,Nova Módica,MG
314500005,Nova Ponte,3145000,Nova Ponte,MG
314505905,Nova Porteirinha,3145059,Nova Porteirinha,MG
314510905,Nova Resende,3145109,Nova Resende,MG
314510910,Petúnia,3145109,Nova Resende,MG
314520805,Nova Serrana,3145208,Nova Serrana,MG
314520810,Boa Vista de Minas,3145208,Nova Serrana,MG
314530705,Novo Cruzeiro,3145307,Novo Cruzeiro,MG
314530710,Lufa,3145307,Novo Cruzeiro,MG
314530715,Novilhona,3145307,Novo Cruzeiro,MG
314530720,Queixada,3145307,Novo Cruzeiro,MG
314535605,Novo Oriente de Minas,3145356,Novo Oriente de Minas,MG
314537205,Novorizonte,3145372,Novorizonte,MG
314537210,Campo Verde de Minas,3145372,Novorizonte,MG
314540605,Olaria,3145406,Olaria,MG
314540610,São Sebastião da Vista Alegre,3145406,Olaria,MG
314545505,Olhos-d'Água,3145455,Olhos-d'Água,MG
314545510,Ribeirão de Santo Agostinho,3145455,Olhos-d'Água,MG
314545515,Três Dias,3145455,Olhos-d'Água,MG
314545520,Pimenta de São Serafim,3145455,Olhos-d'Água,MG
314550505,Olímpio Noronha,3145505,Olímpio Noronha,MG
314560405,Oliveira,3145604,Oliveira,MG
314560410,Morro do Ferro,3145604,Oliveira,MG
314570305,Oliveira Fortes,3145703,Oliveira Fortes,MG
314580205,Onça de Pitangui,3145802,Onça de Pitangui,MG
314580210,Capoeira Grande,3145802,Onça de Pitangui,MG
314580215,Jaguara de Minas,3145802,Onça de Pitangui,MG
314585105,Oratórios,3145851,Oratórios,MG
314587705,Orizânia,3145877,Orizânia,MG
314590105,Ouro Branco,3145901,Ouro Branco,MG
314600805,Ouro Fino,3146008,Ouro Fino,MG
314600810,Crisólia,3146008,Ouro Fino,MG
314600815,São José do Mato Dentro,3146008,Ouro Fino,MG
314610705,Ouro Preto,3146107,Ouro Preto,MG
314610710,Amarantina,3146107,Ouro Preto,MG
314610715,Antônio Pereira,3146107,Ouro Preto,MG
314610720,Cachoeira do Campo,3146107,Ouro Preto,MG
314610725,Engenheiro Correia,3146107,Ouro Preto,MG
314610730,Glaura,3146107,Ouro Preto,MG
314610734,Lavras Novas,3146107,Ouro Preto,MG
314610735,Miguel Burnier,3146107,Ouro Preto,MG
314610740,Rodrigo Silva,3146107,Ouro Preto,MG
314610745,Santa Rita de Ouro Preto,3146107,Ouro Preto,MG
314610750,Santo Antônio do Leite,3146107,Ouro Preto,MG
314610752,Santo Antônio do Salto,3146107,Ouro Preto,MG
314610755,São Bartolomeu,3146107,Ouro Preto,MG
314620605,Ouro Verde de Minas,3146206,Ouro Verde de Minas,MG
314625505,Padre Carvalho,3146255,Padre Carvalho,MG
314630505,Padre Paraíso,3146305,Padre Paraíso,MG
314640405,Paineiras,3146404,Paineiras,MG
314640410,Poções de Paineiras,3146404,Paineiras,MG
314650305,Pains,3146503,Pains,MG
314650310,Vila Costina,3146503,Pains,MG
314655205,Pai Pedro,3146552,Pai Pedro,MG
314655225,Vila Sudário,3146552,Pai Pedro,MG
314660205,Paiva,3146602,Paiva,MG
314670105,Palma,3146701,Palma,MG
314670110,Cisneiros,3146701,Palma,MG
314670115,Itapiruçu,3146701,Palma,MG
314675005,Palmópolis,3146750,Palmópolis,MG
314675010,Dois de Abril,3146750,Palmópolis,MG
314690905,Papagaios,3146909,Papagaios,MG
314700605,Paracatu,3147006,Paracatu,MG
314710505,Pará de Minas,3147105,Pará de Minas,MG
314710510,Ascensão,3147105,Pará de Minas,MG
314710515,Carioca,3147105,Pará de Minas,MG
314710520,Córrego do Barro,3147105,Pará de Minas,MG
314710522,Tavares de Minas,3147105,Pará de Minas,MG
314710525,Torneiros,3147105,Pará de Minas,MG
314720405,Paraguaçu,3147204,Paraguaçu,MG
314720410,Guaipava,3147204,Paraguaçu,MG
314730305,Paraisópolis,3147303,Paraisópolis,MG
314730310,Costas,3147303,Paraisópolis,MG
314740205,Paraopeba,3147402,Paraopeba,MG
314750105,Passabém,3147501,Passabém,MG
314760005,Passa Quatro,3147600,Passa Quatro,MG
314760010,Pé do Morro,3147600,Passa Quatro,MG
314760015,Pinheirinhos,3147600,Passa Quatro,MG
314770905,Passa Tempo,3147709,Passa Tempo,MG
314780805,Passa Vinte,3147808,Passa Vinte,MG
314790705,Passos,3147907,Passos,MG
314795605,Patis,3147956,Patis,MG
314800405,Patos de Minas,3148004,Patos de Minas,MG
314800410,Bom Sucesso de Patos,3148004,Patos de Minas,MG
314800415,Chumbo,3148004,Patos de Minas,MG
314800420,Major Porto,3148004,Patos de Minas,MG
314800425,Pindaíbas,3148004,Patos de Minas,MG
314800427,Pilar,3148004,Patos de Minas,MG
314800430,Santana de Patos,3148004,Patos de Minas,MG
314800435,Alagoas,3148004,Patos de Minas,MG
314810305,Patrocínio,3148103,Patrocínio,MG
314810310,Salitre de Minas,3148103,Patrocínio,MG
314810313,Santa Luzia dos Barros,3148103,Patrocínio,MG
314810315,São João da Serra Negra,3148103,Patrocínio,MG
314810320,Silvano,3148103,Patrocínio,MG
314820205,Patrocínio do Muriaé,3148202,Patrocínio do Muriaé,MG
314830105,Paula Cândido,3148301,Paula Cândido,MG
314830110,Airões,3148301,Paula Cândido,MG
314840005,Paulistas,3148400,Paulistas,MG
314850905,Pavão,3148509,Pavão,MG
314850910,Nova Limeira,3148509,Pavão,MG
314860805,Peçanha,3148608,Peçanha,MG
314860815,Santa Teresa do Bonito,3148608,Peçanha,MG
314870705,Pedra Azul,3148707,Pedra Azul,MG
314870710,Araçaji de Minas,3148707,Pedra Azul,MG
314875605,Pedra Bonita,3148756,Pedra Bonita,MG
314880605,Pedra do Anta,3148806,Pedra do Anta,MG
314890505,Pedra do Indaiá,3148905,Pedra do Indaiá,MG
314900205,Pedra Dourada,3149002,Pedra Dourada,MG
314910105,Pedralva,3149101,Pedralva,MG
314915005,Pedras de Maria da Cruz,3149150,Pedras de Maria da Cruz,MG
314915010,São Pedro das Tabocas,3149150,Pedras de Maria da Cruz,MG
314920005,Pedrinópolis,3149200,Pedrinópolis,MG
314930905,Pedro Leopoldo,3149309,Pedro Leopoldo,MG
314930910,Doutor Lund,3149309,Pedro Leopoldo,MG
314930915,Fidalgo,3149309,Pedro Leopoldo,MG
314930917,Lagoa de Santo Antônio,3149309,Pedro Leopoldo,MG
314930920,Vera Cruz de Minas,3149309,Pedro Leopoldo,MG
314940805,Pedro Teixeira,3149408,Pedro Teixeira,MG
314950705,Pequeri,3149507,Pequeri,MG
314960605,Pequi,3149606,Pequi,MG
314970505,Perdigão,3149705,Perdigão,MG
314980405,Perdizes,3149804,Perdizes,MG
314990305,Perdões,3149903,Perdões,MG
314995205,Periquito,3149952,Periquito,MG
314995215,Pedra Corrida,3149952,Periquito,MG
314995220,São Sebastião do Baixio,3149952,Periquito,MG
315000005,Pescador,3150000,Pescador,MG
315010905,Piau,3150109,Piau,MG
315015805,Piedade de Caratinga,3150158,Piedade de Caratinga,MG
315020805,Piedade de Ponte Nova,3150208,Piedade de Ponte Nova,MG
315030705,Piedade do Rio Grande,3150307,Piedade do Rio Grande,MG
315030720,Paraíso da Piedade,3150307,Piedade do Rio Grande,MG
315030725,Santo Antônio do Porto,3150307,Piedade do Rio Grande,MG
315040605,Piedade dos Gerais,3150406,Piedade dos Gerais,MG
315040610,Medeiros dos Gerais,3150406,Piedade dos Gerais,MG
315050505,Pimenta,3150505,Pimenta,MG
315050510,Santo Hilário,3150505,Pimenta,MG
315053905,Pingo-d'Água,3150539,Pingo-d'Água,MG
315057005,Pintópolis,3150570,Pintópolis,MG
315057035,Vila Acari,3150570,Pintópolis,MG
315060405,Piracema,3150604,Piracema,MG
315070305,Pirajuba,3150703,Pirajuba,MG
315080205,Piranga,3150802,Piranga,MG
315080210,Pinheiros Altos,3150802,Piranga,MG
315080215,Santo Antônio do Pirapetinga,3150802,Piranga,MG
315080220,Santo Antônio dos Quilombolas,3150802,Piranga,MG
315090105,Piranguçu,3150901,Piranguçu,MG
315100805,Piranguinho,3151008,Piranguinho,MG
315100810,Olegário Maciel,3151008,Piranguinho,MG
315100820,Santa Bárbara do Sapucaí,3151008,Piranguinho,MG
315110705,Pirapetinga,3151107,Pirapetinga,MG
315110710,Caiapó,3151107,Pirapetinga,MG
315110720,Valão Quente,3151107,Pirapetinga,MG
315120605,Pirapora,3151206,Pirapora,MG
315130505,Piraúba,3151305,Piraúba,MG
315140405,Pitangui,3151404,Pitangui,MG
315150305,Piumhi,3151503,Piumhi,MG
315160205,Planura,3151602,Planura,MG
315170105,Poço Fundo,3151701,Poço Fundo,MG
315170110,Paiolinho,3151701,Poço Fundo,MG
315180005,Poços de Caldas,3151800,Poços de Caldas,MG
315190905,Pocrane,3151909,Pocrane,MG
315190910,Assaraí,3151909,Pocrane,MG
315190915,Barra da Figueira,3151909,Pocrane,MG
315200605,Pompéu,3152006,Pompéu,MG
315200610,Silva Campos,3152006,Pompéu,MG
315210505,Ponte Nova,3152105,Ponte Nova,MG
315210513,Rosário do Pontal,3152105,Ponte Nova,MG
315210515,Vau-Açu,3152105,Ponte Nova,MG
315213105,Ponto Chique,3152131,Ponto Chique,MG
315217005,Ponto dos Volantes,3152170,Ponto dos Volantes,MG
